BOVINE OF,FELINE OEV,PORCINE OEV,DUNNART OF,EQUINE OF,CANINE OEV,SHEEP OF,RABBIT OF,HUMAN OF
,,,SPAG9,,,RS4X,,LRP3
,,,SPARC,,,RS11,,LRPAP1
,,,SPATA6L.1,,,SPB5,,LRPPRC
,,,SPCS2,,,FABP5,,LRRC1
,,,SPG21,,,HS90B,,LRRC15
,,,SPHKAP,,,HS71A,,LRRC17
,,,SPRYD7,,,TEBP,,LRRC32
,,,SPTA1,,,ANXA2,,LRRC40
,,,SPTAN1,,,LASP1,,LRRC41
,,,SPTB,,,RL19,,LRRC47
,,,SPTBN1,,,ADSV,,LRRC57
,,,SRGAP2,,,AL1A1,,LRRC59
,,,SRI,,,TCPB,,LRRC8A
,,,SRM,,,ADHX,,LRRFIP1
,,,SRP54,,,INO1,,LRRFIP2
,,,SRP68,,,CRYM,,LRSAM1
,,,SRP72,,,ROA2,,LRWD1
,,,SRPK1,,,PSA7,,LSAMP
,,,SRPK2,,,RS20,,LSG1
,,,SRPRA,,,TPPP3,,LSM1
,,,SRRM1,,,ANXA3,,LSM12
,,,SRRT,,,CYTB,,LSM14A
,,,SRSF1,,,ILEU,,LSM2
,,,SRSF10,,,K2C5,,LSM3
,,,SRSF2,,,RL9,,LSM4
,,,SRSF3,,,PHS,,LSM6
,,,SRSF4,,,CAPZB,,LSM7
,,,SRSF5,,,RS8,,LSM8
,,,SRSF6,,,TBB5,,LSP1
,,,SRSF7,,,SPSY,,LSS
,,,SRSF9,,,RS25,,LTA4H
,,,SSB,,,PRDX5,,LTBP1
,,,SSH3,,,GDIB,,LTBP2
,,,SSR1,,,DHDH,,LTBP3
,,,SSRP1,,,RS16,,LTBP4
,,,SSU72,,,PLSI,,LTF
,,,ST13,,,HPRT,,LTN1
,,,STAB1,,,S14L3,,LTV1
,,,STAM,,,PSB4,,LUC7L
,,,STAM2,,,TGM2,,LUC7L2
,,,STAMBP,,,HBBN,,LUC7L3
,,,STARD10,,,ANT3,,LUM
,,,STARD5,,,AK1A1,,LUZP1
,,,STAT1,,,KRA61,,LVRN
,,,STAT2,,,AATC,,LXN
,,,STAT3,,,HS74L,,LYAR
,,,STAT5B,,,LDHB,,LYN
,,,STAT6,,,HMGB1,,LYPD3
,,,STIM1,,,PDXK,,LYPLA1
,,,STIP1,,,DHPR,,LYPLA2
,,,STK10,,,1433Z,,LYPLAL1
,,,STK24,,,FETUA,,LYRM7
,,,STK3,,,TIG1,,LYSMD1
,,,STK36,,,MYH9,,LYVE1
,,,STK38,,,1433T,,LYZ
,,,STK38L,,,TXNL1,,LZIC
,,,STK39,,,HS105,,LZTFL1
,,,STK4,,,SODC,,M6PR
,,,STMN1,,,TBB4B,,MACF1
,,,STOM,,,ANXA1,,MACO1
,,,STOML2,,,PA1B3,,MACROH2A1
,,,STRAP,,,HSP74,,MACROH2A2
,,,STRBP,,,ITIH2,,MAD1L1
,,,STRIP1,,,TAGL2,,MAF1
,,,STRN,,,ACOC,,MAGED2
,,,STRN3,,,PEBP1,,MAGOHB
,,,STT3A,,,APOA1,,MAGT1
,,,STT3B,,,GDIR1,,MAIP1
,,,STUB1,,,CBR3,,MAK16
,,,STX12,,,MDHC,,MAL2
,,,STX7,,,EF2,,MAMDC2
,,,STXBP2,,,CLH1,,MAN1A2
,,,STXBP5,,,CO3,,MAN1B1
,,,SUB1,,,K1M1,,MAN1C1
,,,SUCLA2,,,G6PI,,MAN2A1
,,,SUCLG1,,,TAGL,,MAN2A2
,,,SUCLG2,,,TPIS,,MAN2B1
,,,SUGT1,,,CERU,,MAN2C1
,,,SULT2B1,,,CK070,,MANBA
,,,SUMO2,,,A1AT,,MANEA
,,,SUOX,,,KRT81,,MANF
,,,SUPT16H,,,PGK1,,MAOA
,,,SUPT5H,,,EF1G,,MAOB
,,,SUPT6H,,,PRDX2,,MAP1A
,,,SURF4,,,A2MG,,MAP1B
,,,SUSD2,,,AL9A1,,MAP1LC3B2
,,,SVIL,,,TKT,,MAP1S
,,,SWAP70,,,TRY1,,MAP2K1
,,,SYAP1,,,TRFL,,MAP2K2
,,,SYMPK,,,GSTM1,,MAP2K3
,,,SYNCRIP,,,CNDP2,,MAP2K4
,,,SYNE2,,,HEMO,,MAP3K2
,,,SYNJ1,,,PROF1,,MAP3K20
,,,SYPL1,,,QOR,,MAP3K5
,,,TAB1,,,A1BG,,MAP4
,,,TACC2,,,CLUS,,MAP4K5
,,,TACSTD2,,,MIF,,MAP7D1
,,,TADA3,,,RAN,,MAP7D3
,,,TAF15,,,PGAM1,,MAPK1
,,,TAGLN,,,PYGL,,MAPK13
,,,TAGLN2,,,ENOA,,MAPK14
,,,TALDO1,,,HBA1,,MAPK3
,,,TARDBP,,,TCPQ,,MAPK9
,,,TARS1,,,CAH2,,MAPKAPK2
,,,TARS3,,,K1C9,,MAPKBP1
,,,TATDN1,,,ALDOA,,MAPRE1
,,,TBC1D1,,,APOA4,,MAPRE3
,,,TBC1D10B,,,HBB,,MARCHF5
,,,TBC1D13,,,G3P,,MARCKS
,,,TBC1D15,,,NDKB,,MARCKSL1
,,,TBC1D17,,,PRDX6,,MARK2
,,,TBC1D23,,,ABHEB,,MARS1
,,,TBC1D24,,,HSPB1,,MAT2A
,,,TBC1D4,,,HVM47,,MAT2B
,,,TBC1D5,,,LDHA,,MATN2
,,,TBC1D9B,,,RSSA,,MATR3
,,,TBCA,,,HSP7C,,MAVS
,,,TBCB,,,HS90A,,MB21D2
,,,TBCD,,,CLIC1,,MBD1
,,,TBCE,,,EF1A1,,MBD2
,,,TBCEL,,,1433B,,MBLAC2
,,,TBL1XR1,,,PLMN,,MBNL1
,,,TCEA1,,,KPYM,,MBOAT7
,,,TCF25,,,AOC3,,MCAM
,,,TCP1,,,OVGP1,,MCAT
,,,TCP11L1,,,FRIH,,MCC
,,,TECR,,,ESTD,,MCCC1
,,,TFAM,,,PNPH,,MCCC2
,,,TFCP2,,,ACLY,,MCFD2
,,,TFG,,,TRFE,,MCL1
,,,TGFB1I1,,,TTHY,,MCM2
,,,TGFBI,,,PARK7,,MCM3
,,,TGM2,,,ARPC4,,MCM4
,,,TGOLN2,,,CFAB,,MCM5
,,,THADA,,,ALBU,,MCM6
,,,THBD,,,COPA,,MCM7
,,,THOC3,,,GELS,,MCMBP
,,,THOP1,,,ANXA5,,MCRIP1
,,,THRAP3,,,EZRI,,MCTS1
,,,THUMPD1,,,GSTP1,,MCU
,,,THUMPD3,,,K2C1,,MDH1
,,,THY1,,,PSD11,,MDH2
,,,TIA1.1,,,GSTM5,,MDK
,,,TIAL1,,,IDHC,,MDN1
,,,TIMM44,,,PRDX1,,ME1
,,,TIPRL,,,SYTC,,ME2
,,,TJP1,,,1433E,,MEAK7
,,,TJP2,,,CFAH,,MECP2
,,,TJP3,,,B2MG,,MECR
,,,TKFC,,,UBA1,,MED1
,,,TKT,,,CO4,,MED14
,,,TLE3,,,CBR1,,MED15
,,,TLN1,,,PTGR1,,MED16
,,,TLN2,,,ANXA8,,MED23
,,,TM9SF2,,,PPIA,,MED24
,,,TM9SF3,,,PLSL,,MED4
,,,TM9SF4,,,FKBP4,,MED8
,,,TMED10,,,PSA6,,MEF2D
,,,TMED2,,,TCPD,,MEIS1
,,,TMED4,,,K22E,,MELTF
,,,TMED5,,,K1C10,,MEN1
,,,TMED7,,,PCBP1,,MEPCE
,,,TMED9,,,VTDB,,MERTK
,,,TMEM30A,,,CAND1,,MESD
,,,TMEM33,,,TALDO,,MEST
,,,TMEM43,,,ACTB,,METAP2
,,,TMOD1,,,TERA,,METTL13
,,,TMOD2,,,COF1,,METTL16
,,,TMOD3,,,K1C19,,METTL26
,,,TMSB4X,,,KCRB,,METTL7A
,,,TMX4,,,K2M3,,MEX3C
,,,TNKS1BP1,,,ACTC,,MFAP2
,,,TNPO1,,,ENPL,,MFAP4
,,,TNPO2,,,IQGA1,,MFAP5
,,,TNPO3,,,RL22,,MFF
,,,TNS1,,,PSMD5,,MFGE8
,,,TNS3,,,ACTN4,,MFN1
,,,TOLLIP,,,ARF4,,MFN2
,,,TOM1,,,CYTB,,MFSD10
,,,TOM1L1,,,CSRP1,,MFSD11
,,,TOM1L2,,,RL11,,MFSD4B
,,,TOMM40,,,HPRT,,MGAT1
,,,TOMM70,,,PSA7,,MGAT2
,,,TOP1,,,RS25,,MGAT5
,,,TOP2B,,,HS71A,,MGLL
,,,TOR1AIP1,,,TPPP3,,MGMT
,,,TOR1B,,,TCPB,,MGP
,,,TP53I3,,,DEST,,MGST1
,,,TPD52,,,PDC6I,,MGST2
,,,TPD52L2,,,RL8,,MGST3
,,,TPI1,,,SPB5,,MIA2
,,,TPK1,,,MIPT3,,MIA3
,,,TPM1.4,,,6PGD,,MICAL1
,,,TPM3,,,GBLP,,MICAL2
,,,TPM4.1,,,K2C5,,MICAL3
,,,TPMT,,,RB11A,,MICALL1
,,,TPP1,,,RS3A,,MICOS13
,,,TPP2,,,OSTP,,MICU3
,,,TPRG1L,,,IF4A2,,MIEN1
,,,TPT1,,,UBE2N,,MIER1
,,,TRA2A,,,PSA1,,MIF
,,,TRA2B,,,PSA4,,MIF4GD
,,,TRADD,,,CRIP2,,MINDY1
,,,TRAF6,,,ADSV,,MINDY3
,,,TRAP1,,,RUVB1,,MINK1
,,,TRAPPC1,,,IQGA2,,MINPP1
,,,TRAPPC10,,,AN32A,,MIOS
,,,TRAPPC11,,,CRIP1,,MIPEP
,,,TRAPPC4,,,FIBG,,MIX23
,,,TRAPPC6B,,,GDIB,,MLEC
,,,TRIM2,,,RL19,,MLF1
,,,TRIM23,,,PSA3,,MLF2
,,,TRIM25,,,HBA,,MLLT1
,,,TRIM26,,,CYBP,,MMAB
,,,TRIM28,,,RAC1,,MME
,,,TRIM3,,,6PGL,,MMP12
,,,TRIM47,,,CAPZB,,MMP14
,,,TRIOBP,,,AL1A1,,MMP15
,,,TRIP10,,,TEBP,,MMP2
,,,TRIP12,,,PSA5,,MMP8
,,,TRIP13,,,CRYM,,MMP9
,,,TRMT1,,,GSTO1,,MMRN1
,,,TRMT112,,,PLTP,,MMRN2
,,,TRMT1L,,,PLSI,,MMS19
,,,TRMT61A,,,NTF2,,MMTAG2
,,,TRNT1,,,IMB1,,MMUT
,,,TSFM,,,SYQ,,MNDA
,,,TSG101,,,VINC,,MOB1B
,,,TSN,,,CH3L1,,MOB4
,,,TSNAX,,,CAN1,,MOCS1
,,,TSPAN1,,,DDAH2,,MOCS3
,,,TST,,,SERB,,MOGS
,,,TSTA3,,,SND1,,MON2
,,,TTC1,,,LV102,,MORF4L1
,,,TTC26,,,ANXA2,,MOSPD1
,,,TTC27,,,IAH1,,MOSPD2
,,,TTC37,,,APEX1,,MOV10
,,,TTC39B,,,PSME1,,MPC2
,,,TTC4,,,RL12,,MPDU1
,,,TTC5,,,PHS,,MPDZ
,,,TTC8,,,RS4X,,MPG
,,,TTC9C,,,COPG1,,MPHOSPH8
,,,TTLL12,,,TBB5,,MPI
,,,TUBB,,,THBG,,MPO
,,,TUBB3,,,ADHX,,MPP1
,,,TUBB4B,,,1433G,,MPP7
,,,TUBG1,,,INO1,,MPRIP
,,,TUBGCP3,,,THRB,,MPST
,,,TUFM,,,RL9,,MPV17
,,,TULP3,,,ROA2,,MPZL1
,,,TWF1,,,RS3,,MRAS
,,,TWF2,,,GALM,,MRC1
,,,TXLNA,,,DHDH,,MRC2
,,,TXN2,,,FABP5,,MRE11
,,,TXNDC12,,,F12AI,,MRFAP1
,,,TXNDC17,,,K2C8,,MRGBP
,,,TXNDC5,,,CAZA1,,MRGPRF
,,,TXNDC9,,,ANXA3,,MRI1
,,,TXNL1,,,PPIB,,MRM3
,,,TXNRD3,,,LASP1,,MROH1
,,,U2AF1,,,SAHH,,MRPL1
,,,U2AF2,,,SPSY,,MRPL11
,,,U2SURP,,,EF1D,,MRPL12
,,,UAP1,,,HS90B,,MRPL13
,,,UAP1L1,,,ILEU,,MRPL15
,,,UBA1,,,PLAK,,MRPL18
,,,UBA2,,,PRDX5,,MRPL19
,,,UBA3,,,TCPA,,MRPL2
,,,UBA5,,,CAYP1,,MRPL20
,,,UBA6,,,THIO,,MRPL21
,,,UBAC1,,,GELS,,MRPL23
,,,UBE2B,,,EZRI,,MRPL24
,,,UBE2D3,,,CO4,,MRPL28
,,,UBE2F,,,CO3,,MRPL3
,,,UBE2G1,,,HS105,,MRPL38
,,,UBE2I,,,HS90A,,MRPL39
,,,UBE2K,,,CFAB,,MRPL4
,,,UBE2M,,,ACTB,,MRPL41
,,,UBE2O,,,K1C9,,MRPL43
,,,UBE2V2,,,COPA,,MRPL44
,,,UBE3A,,,TRFL,,MRPL45
,,,UBE3C,,,TRY1,,MRPL46
,,,UBE4A,,,PSMD2,,MRPL47
,,,UBE4B,,,K1C19,,MRPL49
,,,UBFD1,,,AOC3,,MRPL50
,,,UBLCP1,,,EF2,,MRPL53
,,,UBQLN1,,,A1BG,,MRPL54
,,,UBR4,,,OVGP1,,MRPL55
,,,UBR5,,,K2M3,,MRPL58
,,,UBR7,,,CAND1,,MRPS16
,,,UBXN1,,,G6PI,,MRPS17
,,,UBXN4,,,EF1A1,,MRPS18B
,,,UCHL1,,,K2C1,,MRPS2
,,,UCHL3,,,K22E,,MRPS22
,,,UCHL3.1,,,PYGL,,MRPS23
,,,UCHL5,,,K1M1,,MRPS25
,,,UCKL1,,,ACTC,,MRPS26
,,,UFC1,,,TGM2,,MRPS27
,,,UFL1,,,K1C10,,MRPS28
,,,UFM1,,,PLMN,,MRPS31
,,,UGDH,,,CERU,,MRPS7
,,,UGGT1,,,CFAH,,MRRF
,,,UGP2,,,UBA1,,MRTO4
,,,ULK4,,,ALBU,,MSH2
,,,UNC119B,,,A2MG,,MSH3
,,,UNC45A,,,TERA,,MSH6
,,,UPF1,,,ENPL,,MSI2
,,,UPF2,,,CLH1,,MSLN
,,,UPK1B,,,KRT81,,MSN
,,,UPK3B,,,TRFE,,MSRB2
,,,UPP1,,,G3P,,MSRB3
,,,URI1,,,SODC,,MST1
,,,UROS,,,PRDX1,,MSTO1
,,,USP10,,,TBB4B,,MT-ATP6
,,,USP11,,,PLSL,,MT-CO2
,,,USP14,,,PNPH,,MT-CYB
,,,USP15,,,HVM47,,MT-ND2
,,,USP19,,,KPYM,,MT2A
,,,USP24,,,TCPD,,MTA1
,,,USP34,,,GDIR1,,MTA2
,,,USP39,,,KRA61,,MTA3
,,,USP4,,,TKT,,MTAP
,,,USP47,,,PGK1,,MTARC2
,,,USP5,,,HS74L,,MTCH1
,,,USP8,,,TAGL2,,MTCH2
,,,UTRN,,,FKBP4,,MTDH
,,,VAC14,,,GSTM1,,MTFR1L
,,,VAMP3,,,ABHEB,,MTHFD1
,,,VAMP7,,,MDHC,,MTHFD1L
,,,VAPA,,,NDKB,,MTHFD2
,,,VAPB,,,DHPR,,MTM1
,,,VARS1,,,TPIS,,MTMR1
,,,VASP,,,CLIC1,,MTMR10
,,,VAT1,,,HBBN,,MTMR12
,,,VBP1,,,HBA1,,MTMR14
,,,VCL,,,TXNL1,,MTMR2
,,,VCP,,,HSPB1,,MTOR
,,,VCPIP1,,,LDHA,,MTPN
,,,VDAC1,,,COF1,,MTR
,,,VDAC2,,,CK070,,MTREX
,,,VDAC3,,,SYTC,,MTRR
,,,VILL,,,PROF1,,MTSS2
,,,VIM,,,1433Z,,MTX1
,,,VPS11,,,TALDO,,MTX2
,,,VPS13C,,,PCBP1,,MUC1
,,,VPS25,,,ALDOA,,MVB12A
,,,VPS26A,,,CFDP2,,MVB12B
,,,VPS26B,,,AL9A1,,MVD
,,,VPS26C,,,1433B,,MVK
,,,VPS29,,,PPIA,,MVP
,,,VPS35,,,PSA6,,MX1
,,,VPS35L,,,VP26A,,MX2
,,,VPS36,,,ANT3,,MXRA5
,,,VPS45,,,1433T,,MXRA7
,,,VPS4A,,,ANXA1,,MXRA8
,,,VPS4B,,,GSTM5,,MYADM
,,,VPS51,,,FETUA,,MYBBP1A
,,,VPS52,,,ITIH2,,MYCBP
,,,VPS53,,,B2MG,,MYD88
,,,VTA1,,,PRDX2,,MYDGF
,,,VTN,,,HMGB1,,MYEF2
,,,VWF,,,CLUS,,MYG1
,,,WARS1,,,ACOC,,MYH10
,,,WASF2,,,CBR3,,MYH11
,,,WASHC1,,,PSD11,,MYH14
,,,WASHC2C,,,CAH2,,MYH9
,,,WASHC5,,,RAN,,MYL12B
,,,WASL,,,QOR,,MYL3
,,,WBP2,,,TTHY,,MYL6
,,,WDFY1,,,FRIH,,MYL9
,,,WDFY2,,,HSP7C,,MYLK
,,,WDR1,,,AK1A1,,MYO18A
,,,WDR11,,,ANXA8,,MYO1B
,,,WDR26,,,PDXK,,MYO1C
,,,WDR35,,,PRDX6,,MYO1D
,,,WDR4,,,ENOA,,MYO1E
,,,WDR44,,,ESTD,,MYO1F
,,,WDR47,,,EF1G,,MYO5A
,,,WDR60,,,SBP1,,MYO6
,,,WDR60.1,,,HBB,,MYO7B
,,,WDR61,,,MYH9,,MYO9A
,,,WDR63,,,APOA1,,MYO9B
,,,WDR66,,,PGAM1,,MYOF
,,,WDR7,,,PA1B3,,MYOM2
,,,WDR77,,,TAGL,,MYOT
,,,WDR81,,,1433E,,MYSM1
,,,WDR82,,,HEMO,,MZB1
,,,WDR91,,,HSP74,,NAA10
,,,WDR92,,,ARPC4,,NAA15
,,,WFS1,,,S14L3,,NAA20
,,,WIPI1,,,CBR1,,NAA25
,,,WNK1,,,GSTP1,,NAA30
,,,WRAP53,,,LDHB,,NAA50
,,,WRNIP1,,,IDHC,,NAAA
,,,XAF1,,,A1AT,,NACA
,,,XDH,,,CNDP2,,NADK2
,,,XPNPEP1,,,ANXA5,,NADSYN1
,,,XPO1,,,KCRB,,NAE1
,,,XPO4,,,APOA4,,NAGA
,,,XPO5,,,RSSA,,NAGK
,,,XPO7,,,PEBP1,,NAGLU
,,,XPOT,,,PTGR1,,NAMPT
,,,XRCC5,,,VTDB,,NANS
,,,XRCC6,,,MIF,,NAP1L1
,,,XRN2,,,TIG1,,NAP1L4
,,,XYLB,,,PARK7,,NAPA
,,,YAP1,,,,,NAPG
,,,YARS1,,,,,NAPRT
,,,YBX1,,,,,NARS1
,,,YES1,,,,,NARS2
,,,YKT6,,,,,NASP
,,,YTHDF3,,,,,NAT1
,,,YWHAB,,,,,NAT10
,,,YWHAE,,,,,NAV2
,,,YWHAG,,,,,NAXD
,,,YWHAQ,,,,,NAXE
,,,YWHAZ,,,,,NBAS
,,,ZC3H15,,,,,NBEAL2
,,,ZC3H7B,,,,,NBL1
,,,ZCCHC8,,,,,NBN
,,,ZER1,,,,,NCALD
,,,ZFAND2B,,,,,NCAM1
,,,ZFPL1,,,,,NCAPG
,,,ZFR,,,,,NCAPH
,,,ZFYVE16,,,,,NCBP1
,,,ZMYND10,,,,,NCBP2
,,,ZNF330,,,,,NCBP3
,,,ZNF358,,,,,NCCRP1
,,,ZNF804B,,,,,NCDN
,,,ZNRD2,,,,,NCEH1
,,,ZPR1,,,,,NCF1
,,,ZRANB2,,,,,NCF2
,,,ZWILCH,,,,,NCK1
,,,ZYX,,,,,NCK2
,,,ZZEF1,,,,,NCKAP1
,,,,,,,,NCKIPSD
,,,,,,,,NCL
,,,,,,,,NCLN
,,,,,,,,NCOA1
,,,,,,,,NCOA2
,,,,,,,,NCOA3
,,,,,,,,NCOA5
,,,,,,,,NCOA6
,,,,,,,,NCS1
,,,,,,,,NCSTN
,,,,,,,,NDE1
,,,,,,,,NDEL1
,,,,,,,,NDRG1
,,,,,,,,NDRG2
,,,,,,,,NDRG3
,,,,,,,,NDUFA10
,,,,,,,,NDUFA11
,,,,,,,,NDUFA12
,,,,,,,,NDUFA13
,,,,,,,,NDUFA2
,,,,,,,,NDUFA3
,,,,,,,,NDUFA4
,,,,,,,,NDUFA5
,,,,,,,,NDUFA6
,,,,,,,,NDUFA7
,,,,,,,,NDUFA8
,,,,,,,,NDUFA9
,,,,,,,,NDUFAB1
,,,,,,,,NDUFAF3
,,,,,,,,NDUFAF5
,,,,,,,,NDUFAF8
,,,,,,,,NDUFB1
,,,,,,,,NDUFB10
,,,,,,,,NDUFB11
,,,,,,,,NDUFB3
,,,,,,,,NDUFB4
,,,,,,,,NDUFB5
,,,,,,,,NDUFB7
,,,,,,,,NDUFB8
,,,,,,,,NDUFB9
,,,,,,,,NDUFC2
,,,,,,,,NDUFS1
,,,,,,,,NDUFS2
,,,,,,,,NDUFS3
,,,,,,,,NDUFS4
,,,,,,,,NDUFS5
,,,,,,,,NDUFS6
,,,,,,,,NDUFS7
,,,,,,,,NDUFS8
,,,,,,,,NDUFV1
,,,,,,,,NDUFV2
,,,,,,,,NDUFV3
,,,,,,,,NEB
,,,,,,,,NECAP1
,,,,,,,,NECAP2
,,,,,,,,NECTIN2
,,,,,,,,NECTIN4
,,,,,,,,NEDD4
,,,,,,,,NEDD4L
,,,,,,,,NEDD8
,,,,,,,,NEFL
,,,,,,,,NEFM
,,,,,,,,NEGR1
,,,,,,,,NEK7
,,,,,,,,NEK9
,,,,,,,,NELFB
,,,,,,,,NELFCD
,,,,,,,,NEMF
,,,,,,,,NENF
,,,,,,,,NEO1
,,,,,,,,NES
,,,,,,,,NEU1
,,,,,,,,NEXN
,,,,,,,,NF1
,,,,,,,,NF2
,,,,,,,,NFASC
,,,,,,,,NFATC2IP
,,,,,,,,NFATC4
,,,,,,,,NFIA
,,,,,,,,NFIB
,,,,,,,,NFIC
,,,,,,,,NFKB1
,,,,,,,,NFKB2
,,,,,,,,NFS1
,,,,,,,,NFU1
,,,,,,,,NFYB
,,,,,,,,NFYC
,,,,,,,,NGFR
,,,,,,,,NGLY1
,,,,,,,,NHLRC2
,,,,,,,,NHLRC3
,,,,,,,,NHP2
,,,,,,,,NIBAN1
,,,,,,,,NIBAN2
,,,,,,,,NID1
,,,,,,,,NID2
,,,,,,,,NIF3L1
,,,,,,,,NIP7
,,,,,,,,NIPBL
,,,,,,,,NIPSNAP1
,,,,,,,,NIPSNAP2
,,,,,,,,NIPSNAP3A
,,,,,,,,NIT1
,,,,,,,,NIT2
,,,,,,,,NKRF
,,,,,,,,NLE1
,,,,,,,,NLGN2
,,,,,,,,NLN
,,,,,,,,NLRP2
,,,,,,,,NLRP4
,,,,,,,,NLRX1
,,,,,,,,NME1
,,,,,,,,NME2
,,,,,,,,NME3
,,,,,,,,NME7
,,,,,,,,NMES1
,,,,,,,,NMNAT1
,,,,,,,,NMRAL1
,,,,,,,,NMT1
,,,,,,,,NMT2
,,,,,,,,NNMT
,,,,,,,,NNT
,,,,,,,,NOB1
,,,,,,,,NOC2L
,,,,,,,,NOL10
,,,,,,,,NOL3
,,,,,,,,NOL6
,,,,,,,,NOL9
,,,,,,,,NOLC1
,,,,,,,,NOMO2
,,,,,,,,NONO
,,,,,,,,NOP2
,,,,,,,,NOP56
,,,,,,,,NOP58
,,,,,,,,NOP9
,,,,,,,,NOS3
,,,,,,,,NOSIP
,,,,,,,,NOTUM
,,,,,,,,NOVA1
,,,,,,,,NPC1
,,,,,,,,NPC2
,,,,,,,,NPEPL1
,,,,,,,,NPEPPS
,,,,,,,,NPL
,,,,,,,,NPLOC4
,,,,,,,,NPM1
,,,,,,,,NPM3
,,,,,,,,NPR2
,,,,,,,,NPRL3
,,,,,,,,NPTN
,,,,,,,,NQO2
,,,,,,,,NR2F1
,,,,,,,,NR2F2
,,,,,,,,NR3C1
,,,,,,,,NRAS
,,,,,,,,NRBP1
,,,,,,,,NRDC
,,,,,,,,NRF1
,,,,,,,,NRIP2
,,,,,,,,NRK
,,,,,,,,NRM
,,,,,,,,NRP1
,,,,,,,,NRP2
,,,,,,,,NSD3
,,,,,,,,NSDHL
,,,,,,,,NSF
,,,,,,,,NSFL1C
,,,,,,,,NSUN2
,,,,,,,,NT5C
,,,,,,,,NT5C2
,,,,,,,,NT5DC1
,,,,,,,,NT5DC2
,,,,,,,,NT5DC3
,,,,,,,,NT5E
,,,,,,,,NTMT1
,,,,,,,,NTPCR
,,,,,,,,NUAK1
,,,,,,,,NUB1
,,,,,,,,NUBP1
,,,,,,,,NUBP2
,,,,,,,,NUCB1
,,,,,,,,NUCB2
,,,,,,,,NUCKS1
,,,,,,,,NUDC
,,,,,,,,NUDCD1
,,,,,,,,NUDCD2
,,,,,,,,NUDT1
,,,,,,,,NUDT14
,,,,,,,,NUDT16
,,,,,,,,NUDT16L1
,,,,,,,,NUDT2
,,,,,,,,NUDT21
,,,,,,,,NUDT3
,,,,,,,,NUDT4
,,,,,,,,NUDT5
,,,,,,,,NUDT9
,,,,,,,,NUFIP2
,,,,,,,,NUMA1
,,,,,,,,NUMB
,,,,,,,,NUMBL
,,,,,,,,NUP107
,,,,,,,,NUP133
,,,,,,,,NUP153
,,,,,,,,NUP155
,,,,,,,,NUP160
,,,,,,,,NUP188
,,,,,,,,NUP205
,,,,,,,,NUP210
,,,,,,,,NUP214
,,,,,,,,NUP35
,,,,,,,,NUP37
,,,,,,,,NUP43
,,,,,,,,NUP50
,,,,,,,,NUP54
,,,,,,,,NUP58
,,,,,,,,NUP62
,,,,,,,,NUP85
,,,,,,,,NUP88
,,,,,,,,NUP93
,,,,,,,,NUP98
,,,,,,,,NUTF2
,,,,,,,,NVL
,,,,,,,,NXF1
,,,,,,,,NXN
,,,,,,,,NXT2
,,,,,,,,OAS3
,,,,,,,,OAT
,,,,,,,,OCIAD1
,,,,,,,,OCRL
,,,,,,,,ODF2
,,,,,,,,ODR4
,,,,,,,,OGA
,,,,,,,,OGDH
,,,,,,,,OGFR
,,,,,,,,OGN
,,,,,,,,OGT
,,,,,,,,OLA1
,,,,,,,,OLFM4
,,,,,,,,OLFML1
,,,,,,,,OLFML3
,,,,,,,,OMD
,,,,,,,,OPA1
,,,,,,,,OPA3
,,,,,,,,OPHN1
,,,,,,,,OPLAH
,,,,,,,,OPTN
,,,,,,,,ORC5
,,,,,,,,ORM1
,,,,,,,,ORM2
,,,,,,,,ORMDL3
,,,,,,,,OS9
,,,,,,,,OSBP
,,,,,,,,OSBPL10
,,,,,,,,OSBPL11
,,,,,,,,OSBPL1A
,,,,,,,,OSBPL5
,,,,,,,,OSBPL8
,,,,,,,,OSBPL9
,,,,,,,,OSCP1
,,,,,,,,OSGEP
,,,,,,,,OSTC
,,,,,,,,OSTF1
,,,,,,,,OTUB1
,,,,,,,,OTUD4
,,,,,,,,OTUD6B
,,,,,,,,OVCA2
,,,,,,,,OVGP1
,,,,,,,,OXA1L
,,,,,,,,OXCT1
,,,,,,,,OXR1
,,,,,,,,OXSM
,,,,,,,,OXSR1
,,,,,,,,P2RX4
,,,,,,,,P3H1
,,,,,,,,P3H3
,,,,,,,,P3H4
,,,,,,,,P4HA1
,,,,,,,,P4HA2
,,,,,,,,P4HB
,,,,,,,,PA2G4
,,,,,,,,PAAF1
,,,,,,,,PABIR1
,,,,,,,,PABPC1
,,,,,,,,PABPC4
,,,,,,,,PABPN1
,,,,,,,,PACS1
,,,,,,,,PACS2
,,,,,,,,PACSIN2
,,,,,,,,PACSIN3
,,,,,,,,PADI1
,,,,,,,,PADI2
,,,,,,,,PADI4
,,,,,,,,PAEP
,,,,,,,,PAF1
,,,,,,,,PAFAH1B1
,,,,,,,,PAFAH1B2
,,,,,,,,PAFAH1B3
,,,,,,,,PAICS
,,,,,,,,PAIP1
,,,,,,,,PAK1
,,,,,,,,PAK2
,,,,,,,,PAK4
,,,,,,,,PALLD
,,,,,,,,PALM
,,,,,,,,PALMD
,,,,,,,,PALS2
,,,,,,,,PAM16
,,,,,,,,PAMR1
,,,,,,,,PANK2
,,,,,,,,PANK4
,,,,,,,,PANX1
,,,,,,,,PAPLN
,,,,,,,,PAPOLA
,,,,,,,,PAPPA
