BOVINE OF,FELINE OEV,PORCINE OEV,DUNNART OF,EQUINE OF,CANINE OEV,SHEEP OF,RABBIT OF,HUMAN OF
,,,,,,,,ODF2
,,,,,,,,ODR4
,,,,,,,,OGA
,,,,,,,,OGDH
,,,,,,,,OGFR
,,,,,,,,OGN
,,,,,,,,OGT
,,,,,,,,OLA1
,,,,,,,,OLFM4
,,,,,,,,OLFML1
,,,,,,,,OLFML3
,,,,,,,,OMD
,,,,,,,,OPA1
,,,,,,,,OPA3
,,,,,,,,OPHN1
,,,,,,,,OPLAH
,,,,,,,,OPTN
,,,,,,,,ORC5
,,,,,,,,ORM1
,,,,,,,,ORM2
,,,,,,,,ORMDL3
,,,,,,,,OS9
,,,,,,,,OSBP
,,,,,,,,OSBPL10
,,,,,,,,OSBPL11
,,,,,,,,OSBPL1A
,,,,,,,,OSBPL5
,,,,,,,,OSBPL8
,,,,,,,,OSBPL9
,,,,,,,,OSCP1
,,,,,,,,OSGEP
,,,,,,,,OSTC
,,,,,,,,OSTF1
,,,,,,,,OTUB1
,,,,,,,,OTUD4
,,,,,,,,OTUD6B
,,,,,,,,OVCA2
,,,,,,,,OVGP1
,,,,,,,,OXA1L
,,,,,,,,OXCT1
,,,,,,,,OXR1
,,,,,,,,OXSM
,,,,,,,,OXSR1
,,,,,,,,P2RX4
,,,,,,,,P3H1
,,,,,,,,P3H3
,,,,,,,,P3H4
,,,,,,,,P4HA1
,,,,,,,,P4HA2
,,,,,,,,P4HB
,,,,,,,,PA2G4
,,,,,,,,PAAF1
,,,,,,,,PABIR1
,,,,,,,,PABPC1
,,,,,,,,PABPC4
,,,,,,,,PABPN1
,,,,,,,,PACS1
,,,,,,,,PACS2
,,,,,,,,PACSIN2
,,,,,,,,PACSIN3
,,,,,,,,PADI1
,,,,,,,,PADI2
,,,,,,,,PADI4
,,,,,,,,PAEP
,,,,,,,,PAF1
,,,,,,,,PAFAH1B1
,,,,,,,,PAFAH1B2
,,,,,,,,PAFAH1B3
,,,,,,,,PAICS
,,,,,,,,PAIP1
,,,,,,,,PAK1
,,,,,,,,PAK2
,,,,,,,,PAK4
,,,,,,,,PALLD
,,,,,,,,PALM
,,,,,,,,PALMD
,,,,,,,,PALS2
,,,,,,,,PAM16
,,,,,,,,PAMR1
,,,,,,,,PANK2
,,,,,,,,PANK4
,,,,,,,,PANX1
,,,,,,,,PAPLN
,,,,,,,,PAPOLA
,,,,,,,,PAPPA
,,,,,,,,PAPPA2
,,,,,,,,PAPSS1
,,,,,,,,PAPSS2
,,,,,,,,PARD3
,,,,,,,,PARD6B
,,,,,,,,PARK7
,,,,,,,,PARN
,,,,,,,,PARP1
,,,,,,,,PARP10
,,,,,,,,PARP12
,,,,,,,,PARP14
,,,,,,,,PARP4
,,,,,,,,PARP9
,,,,,,,,PARS2
,,,,,,,,PARVA
,,,,,,,,PARVG
,,,,,,,,PASD1
,,,,,,,,PAWR
,,,,,,,,PAXBP1
,,,,,,,,PAXX
,,,,,,,,PBDC1
,,,,,,,,PBLD
,,,,,,,,PBRM1
,,,,,,,,PBX1
,,,,,,,,PBXIP1
,,,,,,,,PC
,,,,,,,,PCBD1
,,,,,,,,PCBD2
,,,,,,,,PCBP1
,,,,,,,,PCBP2
,,,,,,,,PCBP3
,,,,,,,,PCCA
,,,,,,,,PCCB
,,,,,,,,PCDH7
,,,,,,,,PCID2
,,,,,,,,PCK2
,,,,,,,,PCM1
,,,,,,,,PCMT1
,,,,,,,,PCNA
,,,,,,,,PCNP
,,,,,,,,PCNT
,,,,,,,,PCOLCE
,,,,,,,,PCYOX1
,,,,,,,,PCYOX1L
,,,,,,,,PCYT1A
,,,,,,,,PCYT2
,,,,,,,,PDAP1
,,,,,,,,PDCD10
,,,,,,,,PDCD11
,,,,,,,,PDCD4
,,,,,,,,PDCD5
,,,,,,,,PDCD6
,,,,,,,,PDCD6IP
,,,,,,,,PDCL3
,,,,,,,,PDE12
,,,,,,,,PDE2A
,,,,,,,,PDE3A
,,,,,,,,PDE4DIP
,,,,,,,,PDE5A
,,,,,,,,PDE6D
,,,,,,,,PDE8B
,,,,,,,,PDF
,,,,,,,,PDGFRA
,,,,,,,,PDGFRB
,,,,,,,,PDHA1
,,,,,,,,PDHB
,,,,,,,,PDHX
,,,,,,,,PDIA3
,,,,,,,,PDIA4
,,,,,,,,PDIA5
,,,,,,,,PDIA6
,,,,,,,,PDK1
,,,,,,,,PDK3
,,,,,,,,PDLIM1
,,,,,,,,PDLIM2
,,,,,,,,PDLIM3
,,,,,,,,PDLIM4
,,,,,,,,PDLIM5
,,,,,,,,PDLIM7
,,,,,,,,PDP1
,,,,,,,,PDPK1
,,,,,,,,PDPR
,,,,,,,,PDS5A
,,,,,,,,PDS5B
,,,,,,,,PDXDC1
,,,,,,,,PDXK
,,,,,,,,PEA15
,,,,,,,,PEAK1
,,,,,,,,PEBP1
,,,,,,,,PECAM1
,,,,,,,,PEF1
,,,,,,,,PEG10
,,,,,,,,PEG3
,,,,,,,,PELO
,,,,,,,,PELP1
,,,,,,,,PEPD
,,,,,,,,PES1
,,,,,,,,PEX1
,,,,,,,,PEX11B
,,,,,,,,PEX14
,,,,,,,,PEX16
,,,,,,,,PEX19
,,,,,,,,PF4
,,,,,,,,PFAS
,,,,,,,,PFDN1
,,,,,,,,PFDN2
,,,,,,,,PFDN4
,,,,,,,,PFDN5
,,,,,,,,PFDN6
,,,,,,,,PFKL
,,,,,,,,PFKM
,,,,,,,,PFKP
,,,,,,,,PFN1
,,,,,,,,PFN2
,,,,,,,,PGAM1
,,,,,,,,PGAM5
,,,,,,,,PGAP6
,,,,,,,,PGD
,,,,,,,,PGK1
,,,,,,,,PGLS
,,,,,,,,PGLYRP2
,,,,,,,,PGM1
,,,,,,,,PGM2
,,,,,,,,PGM2L1
,,,,,,,,PGM3
,,,,,,,,PGM5
,,,,,,,,PGP
,,,,,,,,PGR
,,,,,,,,PGRMC1
,,,,,,,,PGRMC2
,,,,,,,,PHB1
,,,,,,,,PHB2
,,,,,,,,PHC2
,,,,,,,,PHF20L1
,,,,,,,,PHF23
,,,,,,,,PHF5A
,,,,,,,,PHGDH
,,,,,,,,PHKA2
,,,,,,,,PHKB
,,,,,,,,PHKG2
,,,,,,,,PHLDA2
,,,,,,,,PHLDA3
,,,,,,,,PHLDB1
,,,,,,,,PHLDB2
,,,,,,,,PHYHD1
,,,,,,,,PHYHIPL
,,,,,,,,PHYKPL
,,,,,,,,PI16
,,,,,,,,PI4K2A
,,,,,,,,PI4K2B
,,,,,,,,PI4KA
,,,,,,,,PIBF1
,,,,,,,,PICALM
,,,,,,,,PICK1
,,,,,,,,PIEZO1
,,,,,,,,PIGG
,,,,,,,,PIGK
,,,,,,,,PIGO
,,,,,,,,PIGR
,,,,,,,,PIGS
,,,,,,,,PIGT
,,,,,,,,PIGU
,,,,,,,,PIGW
,,,,,,,,PIGZ
,,,,,,,,PIH1D1
,,,,,,,,PIK3C2A
,,,,,,,,PIK3C3
,,,,,,,,PIK3CA
,,,,,,,,PIK3CB
,,,,,,,,PIK3R1
,,,,,,,,PIK3R2
,,,,,,,,PIP4K2A
,,,,,,,,PIP4K2B
,,,,,,,,PIP4P1
,,,,,,,,PIR
,,,,,,,,PISD
,,,,,,,,PITHD1
,,,,,,,,PITPNA
,,,,,,,,PITPNB
,,,,,,,,PITPNC1
,,,,,,,,PITPNM1
,,,,,,,,PITRM1
,,,,,,,,PKM
,,,,,,,,PKN1
,,,,,,,,PKN2
,,,,,,,,PKP2
,,,,,,,,PKP3
,,,,,,,,PKP4
,,,,,,,,PLA2G2A
,,,,,,,,PLA2G4A
,,,,,,,,PLAA
,,,,,,,,PLAC9
,,,,,,,,PLAT
,,,,,,,,PLAUR
,,,,,,,,PLBD1
,,,,,,,,PLBD2
,,,,,,,,PLCB1
,,,,,,,,PLCB2
,,,,,,,,PLCB3
,,,,,,,,PLCB4
,,,,,,,,PLCD1
,,,,,,,,PLCG1
,,,,,,,,PLCG2
,,,,,,,,PLCH1
,,,,,,,,PLCL1
,,,,,,,,PLD3
,,,,,,,,PLEC
,,,,,,,,PLEK
,,,,,,,,PLEKHA1
,,,,,,,,PLEKHA2
,,,,,,,,PLEKHA3
,,,,,,,,PLEKHA5
,,,,,,,,PLEKHA6
,,,,,,,,PLEKHA7
,,,,,,,,PLEKHF2
,,,,,,,,PLEKHG1
,,,,,,,,PLEKHG3
,,,,,,,,PLEKHO2
,,,,,,,,PLG
,,,,,,,,PLGRKT
,,,,,,,,PLIN2
,,,,,,,,PLIN3
,,,,,,,,PLIN4
,,,,,,,,PLOD1
,,,,,,,,PLOD2
,,,,,,,,PLOD3
,,,,,,,,PLP2
,,,,,,,,PLPBP
,,,,,,,,PLPP1
,,,,,,,,PLPP3
,,,,,,,,PLRG1
,,,,,,,,PLS1
,,,,,,,,PLS3
,,,,,,,,PLSCR2
,,,,,,,,PLSCR3
,,,,,,,,PLSCR4
,,,,,,,,PLTP
,,,,,,,,PLVAP
,,,,,,,,PLXDC2
,,,,,,,,PLXNB2
,,,,,,,,PLXNC1
,,,,,,,,PLXND1
,,,,,,,,PML
,,,,,,,,PMM1
,,,,,,,,PMM2
,,,,,,,,PMPCA
,,,,,,,,PMPCB
,,,,,,,,PMVK
,,,,,,,,PNKP
,,,,,,,,PNN
,,,,,,,,PNP
,,,,,,,,PNPLA6
,,,,,,,,PNPLA8
,,,,,,,,PNPO
,,,,,,,,PNPT1
,,,,,,,,POC1B
,,,,,,,,POC5
,,,,,,,,PODN
,,,,,,,,PODXL
,,,,,,,,POF1B
,,,,,,,,POFUT1
,,,,,,,,POFUT2
,,,,,,,,POGLUT1
,,,,,,,,POGLUT3
,,,,,,,,POGZ
,,,,,,,,POLB
,,,,,,,,POLD2
,,,,,,,,POLD3
,,,,,,,,POLDIP2
,,,,,,,,POLDIP3
,,,,,,,,POLE3
,,,,,,,,POLE4
,,,,,,,,POLR1A
,,,,,,,,POLR1C
,,,,,,,,POLR2A
,,,,,,,,POLR2B
,,,,,,,,POLR2C
,,,,,,,,POLR2D
,,,,,,,,POLR2E
,,,,,,,,POLR2G
,,,,,,,,POLR2H
,,,,,,,,POLR2I
,,,,,,,,POLR2J
,,,,,,,,POLR2M
,,,,,,,,POLR3F
,,,,,,,,POM121C
,,,,,,,,POMGNT2
,,,,,,,,POMP
,,,,,,,,PON1
,,,,,,,,PON2
,,,,,,,,POR
,,,,,,,,PORCN
,,,,,,,,POSTN
,,,,,,,,POTEF
,,,,,,,,POTEJ
,,,,,,,,POTEKP
,,,,,,,,POU2F3
,,,,,,,,PPA1
,,,,,,,,PPA2
,,,,,,,,PPAN
,,,,,,,,PPAT
,,,,,,,,PPBP
,,,,,,,,PPCDC
,,,,,,,,PPCS
,,,,,,,,PPFIA1
,,,,,,,,PPFIBP1
,,,,,,,,PPIA
,,,,,,,,PPIB
,,,,,,,,PPIC
,,,,,,,,PPID
,,,,,,,,PPIE
,,,,,,,,PPIF
,,,,,,,,PPIG
,,,,,,,,PPIH
,,,,,,,,PPIL1
,,,,,,,,PPIL3
,,,,,,,,PPIP5K2
,,,,,,,,PPL
,,,,,,,,PPM1A
,,,,,,,,PPM1B
,,,,,,,,PPM1F
,,,,,,,,PPM1G
,,,,,,,,PPM1H
,,,,,,,,PPM1L
,,,,,,,,PPME1
,,,,,,,,PPP1CA
,,,,,,,,PPP1CB
,,,,,,,,PPP1CC
,,,,,,,,PPP1R12A
,,,,,,,,PPP1R12B
,,,,,,,,PPP1R12C
,,,,,,,,PPP1R13L
,,,,,,,,PPP1R14A
,,,,,,,,PPP1R14B
,,,,,,,,PPP1R18
,,,,,,,,PPP1R21
,,,,,,,,PPP1R2B
,,,,,,,,PPP1R3G
,,,,,,,,PPP1R7
,,,,,,,,PPP1R9B
,,,,,,,,PPP2CA
,,,,,,,,PPP2CB
,,,,,,,,PPP2R1A
,,,,,,,,PPP2R2A
,,,,,,,,PPP2R2C
,,,,,,,,PPP2R3A
,,,,,,,,PPP2R5C
,,,,,,,,PPP2R5D
,,,,,,,,PPP2R5E
,,,,,,,,PPP3CA
,,,,,,,,PPP3CB
,,,,,,,,PPP3R1
,,,,,,,,PPP4C
,,,,,,,,PPP4R1
,,,,,,,,PPP4R2
,,,,,,,,PPP4R3A
,,,,,,,,PPP5C
,,,,,,,,PPP6C
,,,,,,,,PPP6R1
,,,,,,,,PPP6R2
,,,,,,,,PPP6R3
,,,,,,,,PPT1
,,,,,,,,PPTC7
,,,,,,,,PPWD1
,,,,,,,,PQBP1
,,,,,,,,PRAF2
,,,,,,,,PRCP
,,,,,,,,PRDX1
,,,,,,,,PRDX2
,,,,,,,,PRDX3
,,,,,,,,PRDX4
,,,,,,,,PRDX5
,,,,,,,,PRDX6
,,,,,,,,PREB
,,,,,,,,PRELP
,,,,,,,,PREP
,,,,,,,,PREPL
,,,,,,,,PRF1
,,,,,,,,PRG2
,,,,,,,,PRIM2
,,,,,,,,PRKAA1
,,,,,,,,PRKAB2
,,,,,,,,PRKACA
,,,,,,,,PRKAG1
,,,,,,,,PRKAR1A
,,,,,,,,PRKAR2A
,,,,,,,,PRKAR2B
,,,,,,,,PRKCA
,,,,,,,,PRKCD
,,,,,,,,PRKCH
,,,,,,,,PRKCI
,,,,,,,,PRKCSH
,,,,,,,,PRKD3
,,,,,,,,PRKDC
,,,,,,,,PRKG1
,,,,,,,,PRKRA
,,,,,,,,PRMT1
,,,,,,,,PRMT3
,,,,,,,,PRMT5
,,,,,,,,PRMT9
,,,,,,,,PRNP
,,,,,,,,PROCR
,,,,,,,,PROS1
,,,,,,,,PRPF19
,,,,,,,,PRPF3
,,,,,,,,PRPF31
,,,,,,,,PRPF38A
,,,,,,,,PRPF4
,,,,,,,,PRPF40A
,,,,,,,,PRPF4B
,,,,,,,,PRPF6
,,,,,,,,PRPF8
,,,,,,,,PRPH
,,,,,,,,PRPS1
,,,,,,,,PRPS2
,,,,,,,,PRPSAP1
,,,,,,,,PRPSAP2
,,,,,,,,PRRC1
,,,,,,,,PRRC2A
,,,,,,,,PRRC2B
,,,,,,,,PRRC2C
,,,,,,,,PRTFDC1
,,,,,,,,PRTN3
,,,,,,,,PRUNE1
,,,,,,,,PRUNE2
,,,,,,,,PRXL2A
,,,,,,,,PSAP
,,,,,,,,PSAT1
,,,,,,,,PSD4
,,,,,,,,PSG2
,,,,,,,,PSG3
,,,,,,,,PSG4
,,,,,,,,PSG9
,,,,,,,,PSIP1
,,,,,,,,PSMA1
,,,,,,,,PSMA2
,,,,,,,,PSMA3
,,,,,,,,PSMA4
,,,,,,,,PSMA5
,,,,,,,,PSMA6
,,,,,,,,PSMA7
,,,,,,,,PSMB1
,,,,,,,,PSMB10
,,,,,,,,PSMB2
,,,,,,,,PSMB3
,,,,,,,,PSMB4
,,,,,,,,PSMB5
,,,,,,,,PSMB6
,,,,,,,,PSMB7
,,,,,,,,PSMB8
,,,,,,,,PSMB9
,,,,,,,,PSMC1
,,,,,,,,PSMC2
,,,,,,,,PSMC3
,,,,,,,,PSMC4
,,,,,,,,PSMC5
,,,,,,,,PSMC6
,,,,,,,,PSMD1
,,,,,,,,PSMD10
,,,,,,,,PSMD11
,,,,,,,,PSMD12
,,,,,,,,PSMD13
,,,,,,,,PSMD14
,,,,,,,,PSMD2
,,,,,,,,PSMD3
,,,,,,,,PSMD4
,,,,,,,,PSMD5
,,,,,,,,PSMD6
,,,,,,,,PSMD7
,,,,,,,,PSMD8
,,,,,,,,PSMD9
,,,,,,,,PSME1
,,,,,,,,PSME2
,,,,,,,,PSME3
,,,,,,,,PSMF1
,,,,,,,,PSMG1
,,,,,,,,PSMG2
,,,,,,,,PSPC1
,,,,,,,,PSPH
,,,,,,,,PSTPIP2
,,,,,,,,PTAR1
,,,,,,,,PTBP1
,,,,,,,,PTBP2
,,,,,,,,PTBP3
,,,,,,,,PTCD3
,,,,,,,,PTDSS1
,,,,,,,,PTEN
,,,,,,,,PTER
,,,,,,,,PTGDS
,,,,,,,,PTGES
,,,,,,,,PTGES2
,,,,,,,,PTGES3
,,,,,,,,PTGFRN
,,,,,,,,PTGIS
,,,,,,,,PTGR1
,,,,,,,,PTGR2
,,,,,,,,PTGS1
,,,,,,,,PTK2
,,,,,,,,PTK2B
,,,,,,,,PTK7
,,,,,,,,PTMS
,,,,,,,,PTP4A2
,,,,,,,,PTPA
,,,,,,,,PTPN1
,,,,,,,,PTPN11
,,,,,,,,PTPN12
,,,,,,,,PTPN2
,,,,,,,,PTPN23
,,,,,,,,PTPN6
,,,,,,,,PTPRA
,,,,,,,,PTPRC
,,,,,,,,PTPRCAP
,,,,,,,,PTPRE
,,,,,,,,PTPRF
,,,,,,,,PTPRG
,,,,,,,,PTPRM
,,,,,,,,PTPRS
,,,,,,,,PTPRU
,,,,,,,,PTRH2
,,,,,,,,PTRHD1
,,,,,,,,PTS
,,,,,,,,PTTG1IP
,,,,,,,,PTX3
,,,,,,,,PUDP
,,,,,,,,PUF60
,,,,,,,,PUM3
,,,,,,,,PURA
,,,,,,,,PURB
,,,,,,,,PUS1
,,,,,,,,PUS7
,,,,,,,,PWP1
,,,,,,,,PWP2
,,,,,,,,PXDN
,,,,,,,,PXN
,,,,,,,,PYCARD
,,,,,,,,PYCR1
,,,,,,,,PYCR3
,,,,,,,,PYGB
,,,,,,,,PYGL
,,,,,,,,PYGM
,,,,,,,,PYM1
,,,,,,,,PYROXD1
,,,,,,,,PZP
,,,,,,,,QARS1
,,,,,,,,QDPR
,,,,,,,,QKI
,,,,,,,,QPCTL
,,,,,,,,QPRT
,,,,,,,,QRICH1
,,,,,,,,QRSL1
,,,,,,,,QSOX1
,,,,,,,,QSOX2
,,,,,,,,QTRT1
,,,,,,,,RAB10
,,,,,,,,RAB11B
,,,,,,,,RAB11FIP1
,,,,,,,,RAB11FIP5
,,,,,,,,RAB12
,,,,,,,,RAB13
,,,,,,,,RAB14
,,,,,,,,RAB15
,,,,,,,,RAB17
,,,,,,,,RAB18
,,,,,,,,RAB19
,,,,,,,,RAB1A
,,,,,,,,RAB1B
,,,,,,,,RAB21
,,,,,,,,RAB23
,,,,,,,,RAB25
,,,,,,,,RAB27A
,,,,,,,,RAB27B
,,,,,,,,RAB2A
,,,,,,,,RAB2B
,,,,,,,,RAB30
,,,,,,,,RAB31
,,,,,,,,RAB32
,,,,,,,,RAB33A
,,,,,,,,RAB34
,,,,,,,,RAB35
,,,,,,,,RAB3A
,,,,,,,,RAB3D
,,,,,,,,RAB3GAP1
,,,,,,,,RAB3GAP2
,,,,,,,,RAB4A
,,,,,,,,RAB4B
,,,,,,,,RAB5B
,,,,,,,,RAB5C
,,,,,,,,RAB6A
,,,,,,,,RAB6C
,,,,,,,,RAB7A
,,,,,,,,RAB8A
,,,,,,,,RAB8B
,,,,,,,,RAB9A
,,,,,,,,RABEP1
,,,,,,,,RABEP2
,,,,,,,,RABEPK
,,,,,,,,RABGAP1
,,,,,,,,RABGAP1L
,,,,,,,,RABGEF1
,,,,,,,,RABGGTA
,,,,,,,,RABGGTB
,,,,,,,,RABIF
,,,,,,,,RABL2A
,,,,,,,,RABL3
,,,,,,,,RABL6
,,,,,,,,RAC1
,,,,,,,,RAC2
,,,,,,,,RAC3
,,,,,,,,RACK1
,,,,,,,,RAD21
,,,,,,,,RAD23A
,,,,,,,,RAD23B
,,,,,,,,RAD50
,,,,,,,,RAE1
,,,,,,,,RAI14
,,,,,,,,RALA
,,,,,,,,RALB
,,,,,,,,RALBP1
,,,,,,,,RALGAPA1
,,,,,,,,RALGAPA2
,,,,,,,,RALGAPB
,,,,,,,,RALY
,,,,,,,,RALYL
,,,,,,,,RAN
,,,,,,,,RANBP1
,,,,,,,,RANBP17
,,,,,,,,RANBP2
,,,,,,,,RANBP3
,,,,,,,,RANBP6
,,,,,,,,RANBP9
,,,,,,,,RANGAP1
,,,,,,,,RAP1A
,,,,,,,,RAP1B
,,,,,,,,RAP1GDS1
,,,,,,,,RAP2A
,,,,,,,,RAP2B
,,,,,,,,RAPGEF1
,,,,,,,,RAPGEF2
,,,,,,,,RARS1
,,,,,,,,RASA1
,,,,,,,,RASA3
,,,,,,,,RASAL2
,,,,,,,,RASAL3
,,,,,,,,RASIP1
,,,,,,,,RASL12
,,,,,,,,RASSF2
,,,,,,,,RAVER1
,,,,,,,,RBBP4
,,,,,,,,RBBP5
,,,,,,,,RBBP7
,,,,,,,,RBBP8
,,,,,,,,RBBP9
,,,,,,,,RBKS
,,,,,,,,RBM10
,,,,,,,,RBM12
,,,,,,,,RBM12B
,,,,,,,,RBM14
,,,,,,,,RBM15
,,,,,,,,RBM17
,,,,,,,,RBM24
,,,,,,,,RBM25
,,,,,,,,RBM26
,,,,,,,,RBM3
,,,,,,,,RBM39
,,,,,,,,RBM4
,,,,,,,,RBM47
,,,,,,,,RBM5
,,,,,,,,RBM6
,,,,,,,,RBM8A
,,,,,,,,RBMS1
,,,,,,,,RBMX
,,,,,,,,RBMXL1
,,,,,,,,RBP1
,,,,,,,,RBP4
,,,,,,,,RBPJ
,,,,,,,,RBPMS
,,,,,,,,RBSN
,,,,,,,,RBX1
,,,,,,,,RC3H2
,,,,,,,,RCC1
,,,,,,,,RCC1L
,,,,,,,,RCC2
,,,,,,,,RCCD1
,,,,,,,,RCN1
,,,,,,,,RCN2
,,,,,,,,RCN3
,,,,,,,,RCOR1
,,,,,,,,RCSD1
,,,,,,,,RDH10
,,,,,,,,RDH11
,,,,,,,,RDH13
,,,,,,,,RDH14
,,,,,,,,RDX
,,,,,,,,RECK
,,,,,,,,RECQL
,,,,,,,,REEP3
,,,,,,,,REEP5
,,,,,,,,REEP6
,,,,,,,,REL
,,,,,,,,RELA
,,,,,,,,REM1
,,,,,,,,REPS1
,,,,,,,,REPS2
,,,,,,,,RER1
,,,,,,,,RETREG2
,,,,,,,,RETREG3
,,,,,,,,RETSAT
,,,,,,,,REXO2
,,,,,,,,RFC2
,,,,,,,,RFC4
,,,,,,,,RFC5
,,,,,,,,RFLNB
,,,,,,,,RFT1
,,,,,,,,RFTN1
,,,,,,,,RFX1
,,,,,,,,RFX2
,,,,,,,,RFX3
,,,,,,,,RGCC
,,,,,,,,RGL2
,,,,,,,,RGP1
,,,,,,,,RGS10
,,,,,,,,RGS14
,,,,,,,,RGS19
,,,,,,,,RHAG
,,,,,,,,RHBDD1
,,,,,,,,RHBDD2
,,,,,,,,RHBDD3
,,,,,,,,RHEB
,,,,,,,,RHOA
,,,,,,,,RHOB
,,,,,,,,RHOC
,,,,,,,,RHOF
,,,,,,,,RHOG
,,,,,,,,RHOT1
,,,,,,,,RHOT2
,,,,,,,,RIC8A
,,,,,,,,RICTOR
,,,,,,,,RILPL1
,,,,,,,,RIMOC1
,,,,,,,,RING1
,,,,,,,,RIOX1
,,,,,,,,RIPK1
,,,,,,,,RIPOR1
,,,,,,,,RMDN1
,,,,,,,,RMDN2
,,,,,,,,RMDN3
,,,,,,,,RNASE3
,,,,,,,,RNASEH2A
,,,,,,,,RNASEH2C
,,,,,,,,RNASEL
,,,,,,,,RNASET2
,,,,,,,,RNF114
,,,,,,,,RNF123
,,,,,,,,RNF130
,,,,,,,,RNF14
,,,,,,,,RNF181
,,,,,,,,RNF2
,,,,,,,,RNF20
,,,,,,,,RNF213
,,,,,,,,RNF31
,,,,,,,,RNF40
,,,,,,,,RNGTT
,,,,,,,,RNH1
,,,,,,,,RNMT
,,,,,,,,RNPEP
,,,,,,,,RNPS1
,,,,,,,,RO60
,,,,,,,,ROCK1
,,,,,,,,ROCK2
,,,,,,,,RP2
,,,,,,,,RPA1
,,,,,,,,RPA2
,,,,,,,,RPA3
,,,,,,,,RPAP3
,,,,,,,,RPE
,,,,,,,,RPIA
,,,,,,,,RPL10
,,,,,,,,RPL10A
,,,,,,,,RPL11
,,,,,,,,RPL12
,,,,,,,,RPL13
,,,,,,,,RPL13A
,,,,,,,,RPL14
,,,,,,,,RPL15
,,,,,,,,RPL17
,,,,,,,,RPL18
,,,,,,,,RPL18A
,,,,,,,,RPL19
,,,,,,,,RPL21
,,,,,,,,RPL22
,,,,,,,,RPL23
,,,,,,,,RPL23A
,,,,,,,,RPL24
,,,,,,,,RPL26L1
,,,,,,,,RPL27
,,,,,,,,RPL27A
,,,,,,,,RPL28
,,,,,,,,RPL29
,,,,,,,,RPL3
,,,,,,,,RPL30
,,,,,,,,RPL31
,,,,,,,,RPL32
,,,,,,,,RPL34
,,,,,,,,RPL35
,,,,,,,,RPL35A
,,,,,,,,RPL36
,,,,,,,,RPL36A
,,,,,,,,RPL36AL
,,,,,,,,RPL37A
,,,,,,,,RPL38
,,,,,,,,RPL4
,,,,,,,,RPL5
,,,,,,,,RPL6
,,,,,,,,RPL7
,,,,,,,,RPL7A
,,,,,,,,RPL8
,,,,,,,,RPL9
,,,,,,,,RPL9P7
,,,,,,,,RPL9P8
,,,,,,,,RPL9P9
,,,,,,,,RPLP0
,,,,,,,,RPLP1
,,,,,,,,RPLP2
,,,,,,,,RPN1
,,,,,,,,RPN2
,,,,,,,,RPRD1A
,,,,,,,,RPRD1B
,,,,,,,,RPRD2
,,,,,,,,RPS10
,,,,,,,,RPS11
,,,,,,,,RPS12
,,,,,,,,RPS13
,,,,,,,,RPS14
,,,,,,,,RPS15A
,,,,,,,,RPS16
,,,,,,,,RPS17
,,,,,,,,RPS18
,,,,,,,,RPS19
,,,,,,,,RPS2
,,,,,,,,RPS20
,,,,,,,,RPS21
,,,,,,,,RPS23
,,,,,,,,RPS24
,,,,,,,,RPS25
,,,,,,,,RPS26
,,,,,,,,RPS27
,,,,,,,,RPS27A
,,,,,,,,RPS28
,,,,,,,,RPS29
,,,,,,,,RPS3
,,,,,,,,RPS3A
,,,,,,,,RPS4X
,,,,,,,,RPS4Y2
,,,,,,,,RPS5
,,,,,,,,RPS6
,,,,,,,,RPS6KA3
,,,,,,,,RPS6KA4
,,,,,,,,RPS7
,,,,,,,,RPS8
,,,,,,,,RPS9
,,,,,,,,RPSA
,,,,,,,,RPTOR
,,,,,,,,RRAD
,,,,,,,,RRAGB
,,,,,,,,RRAGC
,,,,,,,,RRAS
,,,,,,,,RRBP1
,,,,,,,,RRM2B
,,,,,,,,RRP1
,,,,,,,,RRP12
,,,,,,,,RRP15
,,,,,,,,RRP1B
,,,,,,,,RRP9
,,,,,,,,RRS1
,,,,,,,,RSBN1
,,,,,,,,RSF1
,,,,,,,,RSL1D1
,,,,,,,,RSRC2
,,,,,,,,RSU1
,,,,,,,,RTCA
,,,,,,,,RTCB
,,,,,,,,RTF1
,,,,,,,,RTKN
,,,,,,,,RTL8C
,,,,,,,,RTN1
,,,,,,,,RTN2
,,,,,,,,RTN3
,,,,,,,,RTN4
,,,,,,,,RTRAF
,,,,,,,,RUFY1
,,,,,,,,RUSF1
,,,,,,,,RUVBL1
,,,,,,,,RUVBL2
,,,,,,,,RWDD1
,,,,,,,,RWDD4
,,,,,,,,RXRG
,,,,,,,,S100A1
,,,,,,,,S100A10
,,,,,,,,S100A11
,,,,,,,,S100A13
,,,,,,,,S100A16
,,,,,,,,S100A3
,,,,,,,,S100A4
,,,,,,,,S100A6
,,,,,,,,S100A8
,,,,,,,,S100A9
,,,,,,,,S100P
,,,,,,,,SAA4
,,,,,,,,SAAL1
,,,,,,,,SACM1L
,,,,,,,,SAE1
,,,,,,,,SAFB
,,,,,,,,SAFB2
,,,,,,,,SAMD4B
,,,,,,,,SAMD9
,,,,,,,,SAMD9L
,,,,,,,,SAMHD1
,,,,,,,,SAMM50
,,,,,,,,SAP130
,,,,,,,,SAP18
,,,,,,,,SAP30BP
,,,,,,,,SAR1A
,,,,,,,,SARDH
,,,,,,,,SARM1
,,,,,,,,SARNP
,,,,,,,,SARS1
,,,,,,,,SARS2
